Start,End,sacdur,delay,PeakVel,sacLen,Ampl,subject_id,trial,nth,fixation_duration,sticky,blinkSac,blinkFix,first_t,forced_fix,mask_shown,forced_end,VT,image_name,x,y
478.0,489.0,11.0,3.0,112.200626390899,0.818447008551797,0.829700946390614,1,10,3,331.0,0,False,False,16769467,0,0,176,val,0438.jpg,867.1447575735203,798.7904614734604
820.0,831.0,11.0,6.0,155.701201958448,1.10532801013372,1.11209238485498,1,10,4,202.0,0,False,False,16769467,0,0,176,val,0438.jpg,801.6286140640962,767.4315814553236
1033.0,1044.0,11.0,4.0,166.116348583175,1.08083649406948,1.08582870795649,1,10,5,305.0,0,False,False,16769467,0,0,176,val,0438.jpg,863.3260972102069,744.5395346316446
1349.0,1365.0,16.0,1.0,205.414431781829,2.42592067527013,2.42689151476068,1,10,6,206.0,0,False,False,16769467,0,0,176,val,0438.jpg,727.3203701227568,764.9621711838726
1571.0,1595.0,24.0,1.0,326.393479857367,5.07601585015983,5.08680744471685,1,10,7,464.0,0,False,False,16769467,0,0,176,val,0438.jpg,424.62131890374775,775.2337358391835
2059.0,2076.0,17.0,3.0,255.269908706527,2.66351467870698,2.67641795872522,1,10,8,269.0,0,False,False,16769467,0,0,176,val,0438.jpg,278.78817177241575,769.7327681056232
2345.0,2365.0,20.0,0.0,375.241085923483,5.06367213939305,5.07316393660498,1,10,9,172.0,0,False,False,16769467,0,0,176,val,0438.jpg,431.9174481588458,1062.0274149531738
2537.0,2595.0,58.0,8.0,605.108743236489,17.2510469548169,17.6826093688743,1,10,10,277.0,1,False,False,16769467,0,0,176,val,0438.jpg,1260.8296244042103,309.66809826635597
2872.0,2887.0,15.0,6.0,186.910081216196,1.85133501131415,1.86461028973659,1,10,11,276.0,0,False,False,16769467,0,0,176,val,0438.jpg,1253.6120182563754,422.15260088409866
3163.0,3180.0,17.0,3.0,296.827678227991,2.88861415226414,2.93082914644676,1,10,12,206.0,0,False,False,16769467,0,0,176,val,0438.jpg,1357.478011269404,582.8042742779324
3386.0,3405.0,19.0,2.0,295.808110741265,3.20008742130936,3.20410853794282,1,10,13,270.0,0,False,False,16769467,0,0,176,val,0438.jpg,1461.8724329310346,770.3501835448635
3675.0,3685.0,10.0,9.0,125.733705423978,0.811223285555855,0.822104840535821,1,10,14,131.0,0,False,False,16769467,0,0,176,val,0438.jpg,1419.2866653999297,829.9796564551576
3816.0,3841.0,25.0,5.0,382.668822505475,5.01764097948131,5.0293196082233,1,10,15,216.0,0,False,False,16769467,0,0,176,val,0438.jpg,1725.5454581523547,910.7254025778947
4057.0,4095.0,38.0,2.0,406.40746446488,8.37259805296868,8.41981913503404,1,10,16,162.0,0,False,False,16769467,0,0,176,val,0438.jpg,1759.987648313194,342.7845439743997
4257.0,4279.0,22.0,11.0,460.105421995173,6.09690206719318,6.10781226704859,1,10,17,289.0,0,False,False,16769467,0,0,176,val,0438.jpg,1340.0564968861463,112.03443444229174
4568.0,4575.0,7.0,4.0,108.676652115304,0.475907006121857,0.477548831354458,1,10,18,183.0,0,False,False,16769467,0,0,176,val,0438.jpg,1306.2338298362542,112.50675399765424
4758.0,4780.0,22.0,3.0,338.620265169765,4.49166686058738,4.50416769140721,1,10,19,281.0,0,False,False,16769467,0,0,176,val,0438.jpg,1301.8767864434665,414.96415828404326
5061.0,5088.0,27.0,3.0,223.977197624622,3.46899041451024,3.47939720820467,1,10,20,267.0,0,False,False,16769467,0,0,176,val,0438.jpg,1414.3110019672783,621.2953595328185
5355.0,5371.0,16.0,14.0,256.787182228691,2.2526301783007,2.25862458729692,1,10,21,189.0,0,False,False,16769467,0,0,176,val,0438.jpg,1288.3283151886912,743.4177248833046
5560.0,5592.0,32.0,7.0,416.128510762603,6.51253528665998,6.54116641203907,1,10,22,299.0,0,False,False,16769467,0,0,176,val,0438.jpg,1667.4963727476643,878.9553741706789
5891.0,5900.0,9.0,2.0,132.09225659399,0.849288217013111,0.853602876917488,1,10,23,205.0,0,False,False,16769467,0,0,176,val,0438.jpg,1705.6375253973258,839.0043732917009
6105.0,6127.0,22.0,5.0,402.270011797009,4.69781061721767,4.74395799542393,1,10,24,196.0,0,False,False,16769467,0,0,176,val,0438.jpg,1382.5428621748254,814.2692550562763
6323.0,6390.0,67.0,17.0,552.590110302677,19.3443026805622,20.6133509261375,1,10,25,262.0,0,False,False,16769467,0,0,176,val,0438.jpg,302.3992929452369,237.1297473074181
6652.0,6684.0,32.0,5.0,575.139824524303,10.0377816468121,10.0435513690708,1,10,26,194.0,0,False,False,16769467,0,0,176,val,0438.jpg,826.490325824904,581.8542633658486
6878.0,6895.0,17.0,3.0,323.679455527672,3.44587444748991,3.44851048663438,1,10,27,483.0,0,False,False,16769467,0,0,176,val,0438.jpg,877.8050076332772,811.8528877737483
7378.0,7392.0,14.0,2.0,185.178247887402,1.95878975692458,1.96092059179165,1,10,28,433.0,0,False,False,16769467,0,0,176,val,0438.jpg,766.0926328518141,772.2586226007539
7825.0,7856.0,31.0,11.0,304.014538537529,5.10219113614073,5.11336925319672,1,10,29,226.0,0,False,False,16769467,0,0,176,val,0438.jpg,468.16707879547056,750.2612683568675
8082.0,8104.0,22.0,3.0,438.758211728929,5.77591345579626,5.79195834210374,1,10,30,79.0,0,False,False,16769467,0,0,176,val,0438.jpg,840.6001939334388,762.7173923706416
,,,,,,,1,17,1,170.0,0,False,False,16906940,1,0,175,val,0490.jpg,937.6799613512563,606.085306265034
171.0,190.0,19.0,2.0,181.731529162153,2.37363066831037,2.38842944558636,1,17,2,132.0,0,False,False,16906940,1,0,175,val,0490.jpg,982.5256610361513,442.77486303622135
322.0,337.0,15.0,2.0,214.775397850928,2.49821691296628,2.49821691296628,1,17,3,173.0,0,False,False,16906940,0,0,175,val,0490.jpg,1087.769350056773,339.2496668435845
510.0,542.0,32.0,6.0,382.851777709373,5.20414732652093,5.60730279205178,1,17,4,648.0,1,False,False,16906940,0,0,175,val,0490.jpg,1417.0807741182603,245.91632777433819
1190.0,1201.0,11.0,1.0,135.695671336826,1.14037231511958,1.14774867932068,1,17,5,94.0,0,False,False,16906940,0,0,175,val,0490.jpg,1418.8762447103309,154.35260472356518
1295.0,1349.0,54.0,3.0,564.762083363037,16.4363707856864,17.0886098123954,1,17,6,203.0,1,False,False,16906940,0,0,175,val,0490.jpg,426.001590135327,334.49034042552665
